菜品ID,创建时间,菜名,烹饪方法,口味,制作步骤,相克食物,适用场景,口感,类别,主料,辅料,调料,推荐指数,麻辣指数,营养指数,难易指数,时间指数,减肥指数,养颜指数,菜品分类,营养成分_核黄素,营养成分_能量,营养成分_蛋白质,营养成分_脂肪,营养成分_碳水化合物,营养成分_叶酸,营养成分_膳食纤维,营养成分_胆固醇,营养成分_维生素A,营养成分_维生素B6,营养成分_维生素C,营养成分_维生素E,营养成分_胡萝卜素,营养成分_硫胺素,营养成分_烟酸,营养成分_钙,营养成分_磷,营养成分_钾,营养成分_钠,营养成分_碘,营养成分_镁,营养成分_铁,营养成分_锌,营养成分_硒,营养成分_铜,营养成分_锰,营养成分_维生素B12,营养成分_生物素,营养成分_泛酸,营养成分_维生素D,营养成分_维生素K,烹饪时长,难度等级,预估成本
384,2018-06-22 02:11:19,蛟龙吐珠,煨,葱香味,1.葱切段，姜切片；2.将少许淀粉加水调制也湿淀粉备用；3.先将海参原只放锅内，加沸水1000克，下姜、葱段，黄酒、酱油，同滚5分钟；4.肥肉切丁，火腿切末备用；5.把参捞起用白布把参内外抹干水分，在参的内里薄薄涂上一层干淀粉；6.将虾仁洗干净用白毛巾吸干水分；7.将虾仁先拍扁后剁茸，加入精盐5克、味精5克、蛋白，打成虾胶，然后加入肥肉丁，火腿末搅匀，瓤入海参肚里，然后用水草分几段扎实，放碟里，放入蒸笼蒸10分钟取出；8.把鸽蛋用清水煮熟，过冷水后去壳；9.将熟鸽蛋过酱油捞起用笊篱捞出，滴干酱油；10.把排骨，五花肉斩细块；11.将炒锅放少量油，烧热后将骨、肉烹入炒香黄酒，加二汤600克、精盐5克、猪肉皮，用文火30分钟；12.捞起骨、肉、猪肉皮不用，原汁候用；13.在炒锅内放油，白鸽蛋滚上少量湿淀粉，放炒锅内炸至金黄色并见虎皮状；14.把蛋捞起，然后把原只海参略炸一下，倒回笊篱，顺锅加入骨、肉原汁将海参文火焖10分钟；15.把海参取出拆去水草，然后原只海参用刀横切成为12件，摆回原只状放在碟中间；16.把白鸽蛋放入锅里原汁中，加味精略焖，调味，下湿淀粉勾芡，淋入香油，熟猪油，将鸽蛋放在海参两边，把芡汁淋在海参上面即成。,海参（水浸） 海参与醋相克；不宜与甘草同服。,中餐、晚餐主料 海参（水浸）400克 猪排骨(大排)300克 猪肋条肉（五花肉）300克 虾仁300克 鸽蛋150克,,粤菜 壮腰健肾食谱 补虚养身食谱 气血双补食谱 营养不良食谱,海参（水浸）400克 猪排骨(大排)300克 猪肋条肉（五花肉）300克 虾仁300克 鸽蛋150克,猪肉皮50克 猪肉(肥)50克 火腿20克 鸡蛋清50克,盐15克 味精15克 黄酒8克 猪油（炼制）8克 酱油8克 姜5克 大葱30克 香油10克,4,0,9,2,2,0,0,粤菜,1.46毫克,4299.39千卡,285.04克,347.58克,15.71克,116.36微克,0.87克,3436.74毫克,254.56微克,0.6毫克,1.1毫克,16.98毫克,27.7微克,2.95毫克,41.8毫克,2877.81毫克,3140.05毫克,3680.79毫克,23451.8毫克,0.91微克,1030.73毫克,50.64毫克,26.4毫克,331.21微克,7.84毫克,3.23毫克,8.61微克,18微克,0.93毫克,3微克,,108,5,41.2
385,2018-06-22 02:11:20,生蒸太极鸡,蒸,清香味,1.淀粉（25克）放碗内加水调制成湿淀粉（50克）备用；火腿切碎成末；2.将鸡肉、香菇、冬笋均切成长3厘米、厚0.4厘米的粗丝，同盛在碗里，加入白糖、黄酒、酱油（7克）、味精（10克）、胡椒粉（克）、湿淀粉（）25克；3.鸭蛋磕开，取清（蛋黄留用）打散，搅拌成茸料；4.取干净小圆碟10个，用熟猪油抹匀；5.将拌好的茸料分别装满碟面抹平；6.将鸭蛋黄煮熟，捣成末，分别装入碾内茸料的右半边上，理成“S”形；7.火腿末分别装入“S”形的左半边上，蛋黄末和火腿末构成“S”开对角分别按上1粒青豆仁；8.上笼屉用旺火蒸10分钟取出，待凉后离碟装盘成太极鸡；9.炒锅置旺火上，倒入鸡清汤150克煮沸，调入酱油（8克）、味精（5克），用湿淀粉（25夫）调稀勾成薄芡，浇在太极鸡上，再撒上胡椒粉（1克），淋上芝麻油即成。,鸭蛋 鸭蛋不宜与鳖鱼、李子、桑葚同食。,中餐、晚餐,此菜、黄、绿三色构成太极图形，精致美观，质地软嫩细腻，鲜美清香。,粤菜 补虚养身食谱 健脾开胃食谱 营养不良食谱 小儿营养不良食谱,鸡肉300克,火腿50克 鸭蛋120克 香菇（鲜）25克 冬笋75克 青豆30克 淀粉(玉米)25克,胡椒粉2克 黄酒10克 白砂糖6克 白酱油15克 味精15克 香油10克 猪油（炼制）50克,4,0,8,3,5,0,0,粤菜,0.94毫克,1616.09千卡,102.25克,110.33克,59.66克,202.52微克,5.31克,1062毫克,543.25微克,0.04毫克,1毫克,20.84毫克,298.2微克,0.62毫克,22.32毫克,216.14毫克,1106.92毫克,1281.53毫克,3143.44毫克,45.52微克,149.44毫克,13.62毫克,7.78毫克,61.13微克,0.88毫克,1.22毫克,,,,,,94,5,19.5
386,2018-06-22 02:11:25,蚝油网鲍片,熟炒,咸鲜味,1.将干鲍鱼入沸水锅中煲发，焖7 至8 小时；2.取出用清水洗净，再放在沸水锅中煮；3.然后连水一起倒在瓦盆内；4.最后将鲍鱼放在煲红鸭的锅内，同红鸭一起焖，至红鸭等煲好时，取出鲍鱼便成；5.将鲍鱼剪去边，片去薄片，每只切成4 片（每片约重17.5 克），片去枕肉；6.炒锅用中火烧热，下熟猪油，烹黄酒，放入上汤、味精、白糖、蚝油、鲍鱼片；7.再加入胡椒粉、老抽，用湿淀粉调稀勾芡，淋香油和熟猪油拌匀上盘便成。,鲍鱼 鲍鱼忌与鸡肉、野猪肉、牛肝同食。,中餐、晚餐,肉质软润，滋味香醇。,粤菜 补虚养身食谱 气血双补食谱 滋阴食谱 高血压食谱,鲍鱼400克,淀粉(蚕豆)5克,黄酒15克 蚝油5克 味精2克 胡椒粉1克 香油1克 白砂糖2克 猪油（炼制）40克 老抽5克,4,0,8,3,1,0,0,粤菜,0.66毫克,746.91千卡,51.96克,44.08克,35.23克,1.84微克,0.05克,1005.2毫克,106.9微克,,,11.58毫克,0.6微克,0.06毫克,0.98毫克,1075.72毫克,323.31毫克,572.82毫克,8557.27毫克,0.23微克,242.33毫克,91.04毫克,7.13毫克,85.84微克,2.92毫克,1.7毫克,,,,,,64,3,23.1
387,2018-06-22 02:11:27,冰糖雪耳椰子盅,蒸,甜味,1.将椰子剥皮，刮洗干净，在蒂部横锯下约1/5留作盅盖，倒出椰子水；2.把冰糖放入瓦钵中，加白开水，入笼屉用旺火蒸约15分钟，取出用洁净毛巾过滤，再把滤过的糖水倒回椰盅内；3.将椰盅加椰盅盖，入笼屉用火蒸约1小时后，放入雪耳（银耳）再炖约1小时便成。,,早餐、中餐、晚餐、零食主料 银耳(干)200克,,粤菜 美容养颜食谱 滋阴食谱 肺调养食谱,银耳(干)200克,椰子200克,冰糖50克,4,0,7,6,2,0,8,粤菜,0.54毫克,1060.5千卡,28克,27克,246.85克,,70.2克,,16微克,,12毫克,2.52毫克,100微克,0.14毫克,11.6毫克,87.5毫克,918毫克,4126.5毫克,276.75毫克,,239毫克,12.5毫克,8毫克,5.9微克,0.56毫克,0.46毫克,,,,,,49,1,11.0
388,2018-06-22 02:11:31,佛山柱侯酱鸭,蒸,酱香味,1.将肥嫩光鸭剖腹，取出内脏，斩去鸭脚洗净，抹干水分；2.治净的鸭皮上用酱油抹匀，下沸油锅煎炸至金黄色时取出，盛入盆内；3.柱侯酱内加入味精、盐、酱油、蒜茸、糖、料酒、胡椒粉、香油拌匀，涂在鸭子腹壁内外，抹匀；4.葱姜煸香后放入鸭肚内；5.鸭抹匀味汁添入葱姜后上笼蒸一小时左右取出，除去葱姜；6.切去鸭头、鸭尾，将鸭身斩件，排放在盆内，鸭头、鸭尾摆成鸭形状，将原汁淋在鸭面上即成。,,中餐、晚餐,色呈酱红，香浓润滑，肥而不腻。,粤菜 健脾开胃食谱 营养不良食谱 私家菜 清热去火食谱,鸭1500克,,味精3克 盐5克 柱侯酱100克 大蒜（白皮）5克 酱油10克 白砂糖15克 料酒15克 香油5克 胡椒粉1克 姜10克 小葱15克 植物油120克,4,0,7,4,3,0,2,粤菜,3.33毫克,3736.81千卡,234.95克,300.65克,23.71克,4.27微克,0.58克,1410毫克,804.15微克,,3.9毫克,7.67毫克,145.1微克,1.22毫克,63.37毫克,119.17毫克,1865.69毫克,2967.86毫克,3825.2毫克,0.32微克,235.79毫克,34.53毫克,20.25毫克,184.41微克,3.21毫克,1.43毫克,,,,,,62,2,22.0
389,2018-06-22 02:11:35,清蒸素鳊鱼,清蒸,咸鲜味,1.将浸发香菇放入瓦盅，下油拌匀；2.将姜、葱放在香菇上面，加入素上汤50毫升、精盐、味精、黄酒；3.调好之后入蒸笼用中火蒸约10分钟取出，去掉姜、葱，取两只切丝。4.将玉兰片略浸后洗净，换清水浸泡约6 小时，再用沸水浸泡2 小时至色白发软，取出沥去水；5.洗较大的笋一只，将笋尖部位改成鱼头形；6.另选笋肉改成鱼尾形，余下的笋斜着刀横切成薄片；7.再取香菇、笋各一片，改成鱼目形；8.油面筋切成长约5 厘米、宽约4 厘米的块；9.将笋片放入沸水锅，用中火煮约10分钟，捞起泡在清水里；10.用中火烧热炒锅，下油，烹黄酒、白糖、香油、胡椒粉，约焖10 分钟，取出沥去水；11.用中火烧热炒锅，下油，烹黄酒，放入油面筋、香菇，加素上汤250毫升、精盐、酱油、味精、白糖、香油炒匀，用湿淀粉调稀勾芡，取出放在碟里垫底；12.将笋片排在上面，砌成鳊鱼身形，放上头、尾、眼，撒上菇丝；13.再入蒸笼用旺火蒸约5 分钟，取出滗去水；14.用中火烧热炒锅，下油，放入素上汤150毫升、香油、精盐、味精、白糖，用湿淀粉调稀勾芡；15.最后加油调匀，淋在“鱼”上面即成。,淀粉(蚕豆) 蚕豆不宜与田螺同食。,中餐、晚餐,造型逼真，宛如鳊鱼，香、爽、鲜、嫩，回味悠长。,粤菜 特色菜 素斋菜,玉兰片200克 油面筋100克 香菇（干）30克,淀粉(蚕豆)8克,胡椒粉1克 味精3克 黄酒5克 姜5克 小葱10克 盐3克 香油2克 白砂糖4克 花生油20克 生抽5克,4,0,7,4,3,0,0,粤菜,0.58毫克,900.7千卡,39.98克,48.34克,109.5克,44.31微克,33.72克,,16.4微克,,5.8毫克,21.71毫克,99.1微克,0.18毫克,8.74毫克,159.06毫克,248.73毫克,366.93毫克,1784.3毫克,0.11微克,103.01毫克,14.16毫克,5.56毫克,25.14微克,0.96毫克,4.32毫克,,,,,,113,5,10.7
390,2018-06-22 02:11:39,XO龙虾,炸烹,香辣,1.炒锅落油，先炸香干葱、蒜茸，再下入火腿末、碎干贝、虾籽稍煸；2.将红椒先打碎，再入烤箱90℃ 焖一下；3.再将红椒粒、盐、味精、白糖，一起炸至红椒粒干透即成XO酱；4.将龙虾开生，起净肉，头、尾上笼蒸熟，取出后，虾壳上抹一层油待用；5.将龙虾肉片片，洗净，再用于布沾去表面水分；6.虾肉内投入盐、味精、食粉2克、鸡蛋清、生粉，上浆拌匀；7.拌匀的虾肉表面淋一层植物油，入冰箱冷藏1 小时（4℃）；8.XO 酱、盐、味精、蒜茸、黄酒、香油、汤、生粉调匀；9.胡萝卜切成料头花；10.龙虾头尾壳摆入大盘中，盘边可用西兰花（烫熟）、甜橙、西红柿等原料做花边装饰；11.炒锅烧热，落宽油，烧至六成热，下入龙虾片，滑熟捞出；12.炒锅落底油，下蒜茸、料头花煸香，下龙虾片，烹黄酒、芡汁，放调料，翻炒均匀盛入鱼盘中间即成。,淀粉(蚕豆) 蚕豆不宜与田螺同食。,中餐、晚餐,此菜色泽红亮，造型美观，口味咸鲜，香辣回甜，清爽滑嫩。,粤菜 特色菜,龙虾1000克,虾籽3克 胡萝卜30克 干贝5克 淀粉(蚕豆)8克 金华火腿5克,盐2克 小葱5克 味精2克 大蒜（白皮）5克 白砂糖3克 辣椒(红、尖、干)10克 姜汁5克 植物油100克,4,0,7,4,2,0,0,粤菜,0.35毫克,1013.54千卡,195.55克,13.81克,30.15克,2.72微克,4.66克,1232.3毫克,215.2微克,,5.3毫克,36.96毫克,1282.5微克,0.1毫克,43.72毫克,236.57毫克,2289.14毫克,2821.96毫克,2901.2毫克,,246.61毫克,14.66毫克,29.23毫克,398.55微克,5.52毫克,1.32毫克,,,,,,82,5,67.5
391,2018-06-22 02:11:43,百年好合,煮,甜味,1.将百合用清水浸发大，约浸1小时，放滚水中煮5分钟，捞出用清水洗一下；2.将百合放滚水中煮30分钟捞出放碟中，再上笼蒸熟；3.马蹄粉（荸荠粉）加水100克搅匀；4.将红豆用清水600克浸3小时；5.将800克水放锅内，放入陈皮、浸红豆水烧开锅后放红豆，煮约2小时；6.冷后放在筛内，擦出豆沙，豆壳不要；7.将陈皮剁茸；8.将陈皮、豆沙、煮红豆水烧开锅后加入糖、百合，放入马蹄粉水，开锅即成。,"赤小豆 鲤鱼与红豆同煮，两者均能利水消肿，在用于治疗肾炎水肿的时候效果很好,但是正是因为利水功能太强，正常人应避免同时食用二者，尽量隔几个小时再食，是否可以同食因人的体质不同而异。",早餐、中餐、晚餐、零食主料 赤小豆250克 百合100克,,粤菜 甜品/点心,赤小豆250克 百合100克,荸荠粉23克,白砂糖100克 陈皮3克,4,0,7,4,1,0,5,粤菜,0.33毫克,1342.84千卡,53.94克,1.64克,299.57克,219.75微克,21.57克,,34.54微克,,18.21毫克,36.1毫克,212.24微克,0.42毫克,5.76毫克,218.46毫克,834.05毫克,2670.58毫克,13.23毫克,19.5微克,394.39毫克,20.38毫克,6.09毫克,9.83微克,1.9毫克,3.79毫克,,,,,,71,3,10.7
392,2018-06-22 02:11:44,瓤金鲤虾,瓤,咸鲜味,1.先将虾仁洗净晾干，放砧板上用刀拍扁剁碎，盛起，加入蛋白、味精、精盐，用筷子2对猛力打成虾胶；2.把肥肉切碎丁加入虾胶内，搅匀；3.用碟抹上薄薄白猪油，将虾胶分成12份，每份捏成鱼状，火腿作鳍，青豆去壳开两边作鱼目，虾尾作鱼尾，砌成金鱼状，葱叶作鱼嘴；4.将发菜浸洗干净，用碗盛起；5.精肉片落滚熟洗干净，放落发菜上面，加入上汤、鸡油、味精、精盐，放进蒸笼，蒸20分钟取出；6.拣去精肉、发菜捞干放入碟的中间，将做好的金鲤虾上笼蒸约7分钟取出，1条条排在发菜的周围，鱼头朝发菜，在上汤内加入味精、精盐，勾芡，淋入麻油、白猪油，淋在虾上即成。,鸡蛋清 鸡蛋清不能与糖精、豆浆、兔肉同食。,中餐、晚餐主料 虾仁400克 猪肉(肥)50克 火腿50克 猪肉(瘦)150克,,粤菜 特色菜,虾仁400克 猪肉(肥)50克 火腿50克 猪肉(瘦)150克,青豆25克 鸡蛋清150克 发菜（干）8克,盐15克 味精10克 香油10克 猪油（炼制）8克 淀粉(玉米)8克 鸡油15克,4,0,7,3,3,0,0,粤菜,1.28毫克,1872.39千卡,245.95克,87.86克,30.95克,32.96微克,5.96克,2302.94毫克,222.66微克,0.04毫克,0.48毫克,16.65毫克,197.5微克,1.12毫克,32.4毫克,2395.58毫克,3241.23毫克,3154毫克,27240毫克,4.35微克,1054.3毫克,61.43毫克,22.2毫克,336.3微克,10.08毫克,4.13毫克,,,,,,54,3,41.3
393,2018-06-22 02:11:46,甜绉纱扣肉,蒸,甜味,1.芋头放锅内煮熟后捞出剁细成泥备用；2.将猪肉刮洗干净，去清猪毛，成块放进汤锅内煲至用筷子能轻轻插入为止；3.把肉捞起用铁针在皮部密扎一下，2分钟后用干净白布在皮部抹干净，然后马上涂擦上猪油；4.起锅下油，猛火把五花肉下炸，炸时要加盖，炸至皮起珠粒捞起；5.用刀切五花肉，只留猪皮、肥肉、瘦肉3层，其他不用，改成条形，长7厘米，宽1.2厘米；6.锅内下沸水把五花肉条投入滚水10分钟，把水倒掉，下沸水不再滚，再换，如此操作连续4次；7.用干净锅下沸水600克，白糖400克，煮成糖水；8.用炖钵入竹箅垫底，把糖水倒入炖钵内，放入五花肉条，加盖，用木炭炉文火煲，煲至皮起绉纱，肥肉透明为准；9.用扣碗把扣肉一条条排落，猪皮朝碗底，食用时在扣肉上加甜芋泥；10.放进蒸笼蒸20分钟取出，用汤碗把扣肉翻转过来，拿起扣碗，锅内下清水100克，白糖100克，勾薄芡淋落扣肉即成。,芋头 芋头忌于香蕉同食。,中餐、晚餐主料 猪肋条肉（五花肉）500克 芋头400克,,粤菜 低温环境作业人群食谱 补虚养身食谱,猪肋条肉（五花肉）500克 芋头400克,,白砂糖500克 淀粉(玉米)8克 猪油（炼制）8克,4,0,7,3,3,0,0,粤菜,0.41毫克,5253.92千卡,55.4克,303.78克,578.72克,36微克,4.01克,552.44毫克,160.16微克,,24毫克,2.47毫克,640微克,0.69毫克,14.89毫克,275.44毫克,742毫克,2607.64毫克,534.9毫克,,192.48毫克,12.32毫克,10.32毫克,24.36微克,1.94毫克,1.75毫克,,,,,,89,5,16.0
394,2018-06-22 02:11:50,炒乌鱼球,炒,咸鲜味,1.将乌鱼洗净，去内脏、骨、头、皮；2.鱼肉打花刀（切猪腰、鸭脯、肚尖等质地坚韧的原料，必须用刀正反两面打花刀，下刀要有一定深度，但不切断；刀距离平均，横直一致，使原料表面成为若干十字形，下油锅后卷成球状；刀深、刀距都要相等，否则，不仅缺乏美感，而且原料的各部分受热不均，也会使成品发生半生半老、外脆里不脆的现象），再切成长方块；3.用蛋清、精盐、淀粉、香油、白胡椒粉拌和，放入温油里炸，一面用手勺搅动，不使相互粘连，待油热将球倒出；4.将油菜心落锅里炸一下，并加入少许黄酒、盐、香油、白胡椒粉、味精、糖、上汤，然后将鱼球放入同炒，以湿淀粉着腻，即可出锅。,鸡蛋 与鹅肉同食损伤脾胃；与兔肉、柿子同食导致腹泻；同时不宜与甲鱼、鲤鱼、豆浆、茶同食。,中餐、晚餐主料 黑鱼150克,,粤菜,黑鱼150克,油菜心150克 鸡蛋50克,淀粉(玉米)5克 盐3克 胡椒粉1克 香油5克 黄酒10克 白砂糖2克 味精1克,4,0,6,4,4,0,0,粤菜,0.52毫克,302千卡,37.82克,11.96克,14.39克,60.2微克,1.68克,429毫克,310.6微克,,54毫克,7.18毫克,969.6微克,0.15毫克,5.03毫克,425.08毫克,476.77毫克,866.6毫克,1484.49毫克,23.43微克,90.77毫克,4.26毫克,2.33毫克,45.43微克,0.26毫克,0.51毫克,,,,,,46,1,15.0
395,2018-06-22 02:11:51,炸鸳鸯嘎渣,炸,甜味,1.淀粉（50克）放碗内加水调出湿淀粉（100克）备用；2.将鸡蛋打入碗内，加入蛋黄、清水、湿淀粉、桂花酱、面粉搅匀成汁，分盛两碗；3.将山楂糕（金糕）研碎放入其中一碗，拌匀；4.选带油性的净锅一只置小火上，将不带山楂糕的汁倒入锅内，用小铲不住地推搅，熟时出锅装摊平成嘎渣；5.用同样的方法做熟带山楂糕的汁，盖在先做好的嘎渣上面摊平，即成鸳鸯嘎渣两色嘎渣的厚度约1.5厘米左右；6.将面粉铺在案板上，晾凉的嘎渣放在上面，切成0.5厘米宽的长条，再切成象眼块，沾匀面粉放入盘内；7.炒锅置中火上，倒入花生油，烧至六成热时移至小火，将嘎渣下锅，用小铲不住翻动，炸至杏黄色时，捞出控油，装盘撒上白糖即成。,鸡蛋 与鹅肉同食损伤脾胃；与兔肉、柿子同食导致腹泻；同时不宜与甲鱼、鲤鱼、豆浆、茶同食。,中餐、晚餐主料 鸡蛋100克 鸡蛋黄50克 小麦面粉75克,,粤菜 甜品/点心,鸡蛋100克 鸡蛋黄50克 小麦面粉75克,金糕75克 淀粉(玉米)50克,桂花酱1克 白砂糖150克 花生油75克,4,0,5,4,5,0,0,粤菜,0.52毫克,2123千卡,33.42克,99.98克,283.02克,130.78微克,3.28克,1340毫克,455.25微克,0.05毫克,3毫克,36.47毫克,15微克,0.77毫克,2.31毫克,220毫克,417.75毫克,426毫克,193.38毫克,29.38微克,82.25毫克,12.12毫克,3.72毫克,33.98微克,0.6毫克,0.58毫克,,,,,,65,5,10.5
396,2018-06-22 02:11:52,什锦冬瓜盅,焖,咸鲜味,1.鸡肉、鸡肫、鲍鱼、香菇、火腿（30克）、冬笋均切小丁备用；2.火腿（20克）剁细成茸；3.淀粉（8克）放碗内加水调制出湿淀粉（15克）备用；4.将冬瓜切平，去净瓜瓤，在瓜青周围雕花刻字，上下花边；5.冬瓜放进沸水中略滚，捞起过冷水，然后用碗盛起；6.排骨滚熟洗净，放入瓜盅内，加入精盐、味精、二汤800毫升，放进蒸笼内蒸之，直至够软为止；7.干贝洗干净，用碗盛起，加入上汤1000毫升，放进蒸笼蒸20分钟取出候用，另用大汤碗放味精、精盐、酱油；将夜来香择去花托，洗干净；8.将锅内放开水，将鸡丁、肫丁用湿淀粉15克拌匀，投入沸水中泡熟捞出；9.香菇、莲子、冬笋丁、鲍鱼丁、蟹肉、火腿丁同时泡熟，取出瓜盅，捡起排骨不用，瓜盅内的汤倒出不用；10.把鸡丁、肫丁、火腿丁、笋丁等料倒入瓜盅内，干贝连汁也加入，用筷子在瓜切口处插孔，每一孔插下一朵夜来香花，火腿茸散在瓜口；11.把准备好的大汤碗调味，倒入沸汤，加入瓜盅内即成。,鲍鱼 鲍鱼忌与鸡肉、野猪肉、牛肝同食。,中餐、晚餐主料 冬瓜4000克,,粤菜 补虚养身食谱 营养不良食谱,冬瓜4000克,鸡肉100克 蟹肉100克 鸡肫50克 鲍鱼50克 莲子50克 香菇（鲜）50克 干贝30克 火腿50克 冬笋30克 夜香花30克 猪排骨(大排)200克,盐15克 味精15克 淀粉(玉米)8克 酱油15克,3,0,9,2,3,0,0,粤菜,0.86毫克,1577.45千卡,137.71克,64.85克,159.92克,470.55微克,47.43克,832.9毫克,132.2微克,0.84毫克,643.3毫克,8.99毫克,24微克,1.87毫克,38.28毫克,984.34毫克,1764.2毫克,4361.59毫克,10393.1毫克,14.56微克,720.03毫克,28.4毫克,17.48毫克,112.83微克,4.3毫克,6.17毫克,,,,,,89,5,58.4
